,Avg_temp,Max_temp,Min_temp,Avg_relative_humidity,Avg_visibility,Avg_wind_speed,Max_wind_speed,PM10
822,26.9,33.6,23.1,66.0,6.3,2.0,5.4,99.79
823,27.7,32.5,23.4,63.0,6.9,3.7,7.6,75.06
824,29.1,34.0,23.8,52.0,6.9,4.1,5.4,85.54
825,27.9,33.8,22.4,57.0,6.9,0.4,3.5,66.03
826,28.7,33.8,23.7,54.0,6.3,2.2,5.4,91.27
827,29.0,34.9,24.0,50.0,6.9,1.9,5.4,66.73
828,26.7,31.6,22.6,64.0,6.3,8.1,9.4,175.54
829,27.8,32.6,21.8,54.0,8.9,6.3,11.1,82.65
830,26.4,33.2,22.0,60.0,6.9,4.1,5.4,74.06
831,26.7,34.4,22.0,68.0,6.3,3.1,7.6,79.97
832,25.6,33.4,21.6,76.0,6.9,2.2,5.4,160.17
833,24.1,32.9,20.9,82.0,5.5,3.0,5.4,101.78
834,26.3,32.0,22.4,71.0,5.8,2.2,5.4,101.78
835,25.9,32.8,22.4,71.0,5.5,4.6,9.4,101.78
836,24.4,32.0,21.8,75.0,6.9,4.1,7.6,15.0
837,24.7,28.8,21.2,73.0,6.9,6.7,9.4,15.0
838,24.5,30.4,20.8,72.0,5.5,6.3,9.4,78.56
839,26.2,31.8,21.2,65.0,6.9,4.8,9.4,32.53
840,25.4,32.5,21.6,70.0,6.9,5.2,7.6,81.3
841,23.3,27.0,20.0,83.0,6.3,9.4,11.1,79.45
842,23.9,28.4,21.0,77.0,6.3,7.2,11.1,47.5
843,25.0,28.9,21.2,72.0,6.9,10.2,14.8,76.5
844,24.7,28.8,20.7,73.0,6.9,11.3,18.3,83.3
845,25.2,29.6,21.2,70.0,6.9,8.3,11.1,66.43
846,23.8,30.3,21.1,77.0,6.9,7.2,9.4,67.93
847,23.7,31.4,20.6,83.0,6.3,5.2,7.6,72.96
848,24.2,30.4,20.4,79.0,7.7,3.7,9.4,34.58
849,24.4,29.2,21.0,78.0,6.9,6.3,9.4,34.58
850,24.7,29.4,21.2,74.0,6.9,8.3,11.1,34.58
851,22.4,28.4,21.0,88.0,4.8,8.3,14.8,34.58
852,22.6,27.6,20.2,84.0,5.5,8.7,14.8,87.03
853,23.4,27.6,20.8,80.0,4.8,7.4,81.3,54.07
854,22.9,28.6,20.6,86.0,6.3,6.9,11.1,44.21
855,23.7,29.4,20.2,83.0,6.3,5.9,11.1,36.63
856,24.3,29.3,21.5,76.0,6.6,5.4,7.6,53.03
857,23.8,29.4,21.4,78.0,4.8,7.6,14.8,48.44
858,22.4,26.2,21.0,89.0,4.8,6.7,7.6,65.4
859,24.4,29.0,21.0,84.0,5.5,2.8,3.5,65.4
860,23.4,29.6,20.0,87.0,6.8,7.2,22.2,65.4
861,24.5,29.6,19.0,77.0,6.9,2.0,5.4,39.12
862,23.7,28.4,20.5,77.0,6.9,4.8,11.1,53.76
863,23.6,29.4,20.4,77.0,7.7,6.3,11.1,46.22
864,24.1,28.4,20.4,77.0,6.9,4.8,11.1,78.64
865,23.9,28.6,21.4,80.0,6.9,3.3,5.4,41.2
866,23.0,29.6,20.4,85.0,6.3,5.2,11.1,52.62
867,22.8,28.0,20.4,82.0,6.9,13.5,22.2,39.55
868,22.9,27.8,20.4,85.0,6.3,5.7,9.4,40.45
869,23.4,27.8,21.4,82.0,6.3,7.6,11.1,48.22
870,22.4,27.2,20.4,87.0,5.5,7.0,18.3,52.68
871,21.8,27.4,20.2,89.0,5.5,7.4,14.8,52.68
872,23.7,27.2,20.6,73.0,7.7,6.3,11.1,73.48
873,22.7,28.0,20.2,82.0,6.9,5.2,7.6,98.4
874,22.4,25.6,20.4,81.0,6.9,7.2,9.4,92.42
875,23.1,26.4,20.4,79.0,6.3,4.8,7.6,77.71
876,22.8,26.8,20.6,83.0,6.9,4.8,9.4,97.5
877,24.1,26.8,21.0,77.0,6.6,7.6,33.5,112.69
878,25.0,29.6,20.5,70.0,6.9,2.0,7.6,112.69
879,25.6,30.2,22.0,66.0,6.3,1.9,3.5,68.73
880,24.2,30.0,21.2,69.0,7.7,3.3,5.4,80.41
881,24.4,31.7,19.4,77.0,6.9,0.9,3.5,77.95
882,24.0,29.8,20.0,80.0,8.5,2.0,9.4,73.84
883,22.9,28.4,20.6,89.0,6.3,1.9,5.4,123.68
884,23.8,28.0,20.5,83.0,6.9,0.4,3.5,55.56
885,24.4,30.5,20.5,74.0,6.9,4.1,7.6,91.31
886,24.4,29.8,21.2,76.0,6.3,3.3,9.4,47.14
887,23.9,30.2,20.4,84.0,6.9,3.1,5.4,109.88
888,21.6,25.5,19.7,87.0,4.8,6.3,11.1,109.88
889,22.5,25.6,20.4,84.0,5.8,5.2,9.4,79.91
890,22.8,26.5,20.2,79.0,6.9,6.7,11.1,38.73
891,22.1,28.4,20.4,85.0,6.3,6.9,9.4,113.52
892,20.4,25.8,19.6,93.0,4.0,8.0,9.4,113.52
893,22.1,26.0,19.0,83.0,4.8,9.3,14.8,92.15
894,24.3,28.4,20.9,76.0,6.9,4.1,5.4,116.29
895,22.8,29.6,20.6,80.0,5.5,4.8,7.6,103.23
896,23.3,26.0,20.5,77.0,6.9,2.2,5.4,87.36
897,23.5,26.6,19.5,76.0,6.9,3.0,5.4,71.23
898,24.7,28.4,21.0,72.0,6.3,3.1,7.6,66.57
899,23.5,29.6,20.8,79.0,5.5,4.3,7.6,89.91
900,25.0,31.3,21.9,72.0,8.5,2.4,5.4,74.66
901,25.7,30.4,21.2,66.0,7.7,1.3,3.5,77.29
902,23.7,31.2,19.8,82.0,6.3,2.8,5.4,76.45
903,21.2,25.4,20.0,88.0,4.8,5.7,9.4,76.45
904,21.5,24.6,19.8,82.0,6.3,7.8,9.4,76.45
905,22.5,26.2,19.2,76.0,7.7,7.8,22.2,76.45
906,23.3,28.0,21.0,85.0,4.8,2.0,9.4,58.47
907,22.9,26.6,20.8,86.0,7.4,3.9,5.4,75.16
908,22.7,26.2,20.4,87.0,6.9,2.2,3.5,71.31
909,23.5,27.2,20.2,76.0,6.9,0.9,3.5,71.31
910,23.6,29.4,19.4,67.0,6.9,0.4,3.5,71.31
911,23.7,30.0,19.0,66.0,7.6,0.9,3.5,145.53
912,24.1,28.8,18.5,63.0,6.3,0.9,3.5,104.38
913,24.8,30.4,19.0,63.0,6.9,0.0,7.6,104.38
914,24.3,31.5,20.4,70.0,6.9,1.3,3.5,108.43
915,24.7,29.0,19.8,66.0,6.9,1.9,3.5,93.42
916,23.4,29.2,20.2,77.0,6.9,3.5,5.4,115.28
917,23.4,30.2,20.8,76.0,6.9,4.1,7.6,145.34
918,22.7,27.8,18.4,69.0,7.7,3.0,5.4,171.64
919,22.1,28.0,20.4,87.0,5.5,2.8,5.4,88.61
920,22.8,27.4,20.0,75.0,6.9,5.6,7.6,110.86
921,21.6,28.2,19.1,90.0,5.5,4.3,5.4,82.17
922,22.9,28.3,20.0,76.0,6.9,6.5,7.6,108.38
923,22.2,28.1,18.6,69.0,6.9,5.9,7.6,92.19
924,21.9,28.8,17.0,50.0,6.9,3.0,5.4,119.82
925,21.1,26.6,18.4,81.0,6.9,8.0,11.1,94.94
926,19.4,23.8,18.4,96.0,4.0,5.9,14.8,33.34
927,19.7,22.6,17.8,85.0,5.5,5.7,9.4,28.15
928,21.1,27.0,17.0,60.0,6.9,4.8,7.6,85.23
929,20.8,26.6,16.7,77.0,6.9,4.3,7.6,66.27
930,19.9,26.4,18.0,89.0,4.0,4.3,7.6,35.83
931,21.7,25.2,19.4,84.0,5.5,5.6,9.4,28.71
932,21.3,26.2,19.5,91.0,5.5,2.8,5.4,37.12
933,21.7,25.0,19.4,84.0,6.9,4.4,5.4,27.85
934,21.2,28.0,17.0,70.0,6.9,0.0,7.6,37.29
935,20.8,27.5,17.2,69.0,6.9,2.2,3.5,34.46
936,21.3,27.8,16.4,66.0,6.9,3.0,5.4,161.42
937,20.4,28.0,17.2,73.0,6.3,3.3,7.6,82.01
938,20.3,25.6,17.0,73.0,6.3,2.2,7.6,82.01
939,19.7,25.7,14.5,66.0,6.9,0.9,3.5,57.21
940,21.2,28.2,17.4,65.0,6.9,1.1,5.4,33.29
941,21.2,29.0,16.0,61.0,6.9,2.8,5.4,37.38
942,21.4,28.4,15.2,61.0,6.9,1.5,5.4,37.38
943,21.1,29.6,18.8,80.0,6.3,5.0,9.4,25.23
