From Date,To Date,PM10,NO,NO2,NOx,SO2
13-12-2017 00:00,14-12-2017 00:00,107.85,23.58,67.5,58.15,4.59
14-12-2017 00:00,15-12-2017 00:00,91.34,40.27,88.69,75.12,4.54
15-12-2017 00:00,16-12-2017 00:00,72.6,99.2,171.29,147.12,2.69
16-12-2017 00:00,17-12-2017 00:00,101.9,30.48,96.84,65.82,4.77
17-12-2017 00:00,18-12-2017 00:00,94.44,22.63,82.13,53.86,4.85
18-12-2017 00:00,19-12-2017 00:00,105.18,25.04,106.53,67.23,5.21
19-12-2017 00:00,20-12-2017 00:00,92.41,15.47,77.53,47.25,5.24
20-12-2017 00:00,21-12-2017 00:00,90.39,25.56,84.94,59.13,13.28
21-12-2017 00:00,22-12-2017 00:00,78.72,23.27,69,51.01,12.19
22-12-2017 00:00,23-12-2017 00:00,79.01,27.23,80.07,59.33,5.03
23-12-2017 00:00,24-12-2017 00:00,81.79,22.22,75.01,53.18,4.98
24-12-2017 00:00,25-12-2017 00:00,None,None,None,None,None
25-12-2017 00:00,26-12-2017 00:00,None,None,None,None,None
26-12-2017 00:00,27-12-2017 00:00,89.54,22.98,66.95,49.75,4.96
27-12-2017 00:00,28-12-2017 00:00,107.29,13.13,47.64,33.04,5.29
28-12-2017 00:00,29-12-2017 00:00,103.41,12.96,41.65,29.99,4.58
29-12-2017 00:00,30-12-2017 00:00,95.27,17.95,50.8,38.18,4.78
30-12-2017 00:00,31-12-2017 00:00,88.01,15.56,43.46,32.81,5.07
31-12-2017 00:00,31-12-2017 23:59,76.69,16.1,41.21,32.12,5.11
